article_title,article_summary,article_url,date_published
"Readout of Roundtable Events with Attorney General Barr and Senator Tim Scott in Columbia, South Carolina",,https://www.justice.gov//opa/pr/readout-roundtable-events-attorney-general-barr-and-senator-tim-scott-columbia-south-carolina,2020-07-08
Department of Justice Awards $2.2 Million for Innovative Community Policing Projects,,https://www.justice.gov//opa/pr/department-justice-awards-22-million-innovative-community-policing-projects,2020-07-07
President’s Commission on Law Enforcement and the Administration of Justice  Holds Hearing on Accreditation and Community Engagement,,https://www.justice.gov//opa/pr/president-s-commission-law-enforcement-and-administration-justice-holds-hearing-accreditation,2020-07-07
Justice Department Settles with Florida-Based Promotional Products Distributor and Retailer to Resolve Immigration-Related Discrimination Claims,"The Justice Department announced today that it reached a settlement with Bel USA LLC (Bel USA), an online distributor and retailer of customized promotional products located in Miami-Dade County, Florida. The settlement resolves claims that Bel USA discriminated against work-authorized non-U.S. citizens by requiring them to provide specific and unnecessary immigration documents when verifying their work authorization, because of their citizenship or immigration status.",https://www.justice.gov//opa/pr/justice-department-settles-florida-based-promotional-products-distributor-and-retailer,2020-07-06
West Virginia Woman Admits to Willful Retention of  Top Secret National Defense Information and International Parental Kidnapping,"Elizabeth Jo Shirley, of Hedgesville, West Virginia, has admitted to unlawfully retaining a document containing national defense information and committing international parental kidnapping, the Department of Justice announced.",https://www.justice.gov//opa/pr/west-virginia-woman-admits-willful-retention-top-secret-national-defense-information-and,2020-07-06
Two Defendants Charged for Their Role in Bribery and Money Laundering Scheme Involving Former High-Ranking Government Official in Panama,"A criminal complaint was unsealed today in federal court in Brooklyn, New York, charging Luis Enrique Martinelli Linares (Luis Martinelli Linares) and Ricardo Alberto Martinelli Linares (Ricardo Martinelli Linares) for their roles in a massive bribery and money laundering scheme involving Odebrecht S.A. (Odebrecht), a Brazil-based global construction conglomerate.",https://www.justice.gov//opa/pr/two-defendants-charged-their-role-bribery-and-money-laundering-scheme-involving-former-high,2020-07-06
Four Supervisory Correctional Officers at Angola Prison Sentenced for Beating a Handcuffed and Shackled Inmate,"Four former supervisory correctional officers at Louisiana State Penitentiary in Angola, Louisiana — Daniel Davis (43), Scotty Kennedy (52), John Sanders (34), and James Savoy Jr. (42) — were sentenced on July 2, for their roles in assaulting an inmate who was handcuffed, shackled, and not resisting, and for conspiring to cover up their misconduct by devising a false cover story, submitting false reports documenting that cover story, tampering with witnesses, and lying under oath.",https://www.justice.gov//opa/pr/four-supervisory-correctional-officers-angola-prison-sentenced-beating-handcuffed-and,2020-07-06
Statement by Attorney General William P. Barr on Independence Day,,https://www.justice.gov//opa/pr/statement-attorney-general-william-p-barr-independence-day,2020-07-04
Warrant and Complaint Seek Seizure of All Iranian Gasoil Aboard Four Tankers Headed to Venezuela Based on Connection to IRGC,"A forfeiture complaint and warrant were filed in the U.S. District Court for the District of Columbia alleging that all petroleum-product cargo aboard the Bella with international maritime organization (IMO) number 9208124, the Bering with IMO number 9149225, the Pandi with IMO number 9105073, and the Luna with IMO number 9208100 are subject to forfeiture based on the terrorism forfeiture statute.",https://www.justice.gov//opa/pr/warrant-and-complaint-seek-seizure-all-iranian-gasoil-aboard-four-tankers-headed-venezuela,2020-07-02
Justice Department Settles Lending Discrimination Lawsuit with Maryland Used Car Dealership,"The Justice Department today announced a settlement of its race discrimination lawsuit against Guaranteed Auto Sales, a used car dealership in Glen Burnie, Maryland.  The agreement also settles the United States’ claims against the dealership’s owner and manager, Kelly Ann West and Robert Chesgreen.",https://www.justice.gov//opa/pr/justice-department-settles-lending-discrimination-lawsuit-maryland-used-car-dealership,2020-07-02
Louisiana Company Charged With Conspiracy To Defraud The Government  And Violate The Procurement Integrity Act,"United States Attorney Peter G. Strasser and Makan Delrahim, Assistant Attorney General for the Antitrust Division of the Department of Justice, announced that CAJAN WELDING & RENTALS, LTD., a company located in Opelousas, Louisiana, was charged on July 2, 2020 in a one-count bill of information with conspiracy to defraud the United States and to violate the Procurement Integrity Act, in violation of 18 U.S.C. § 371.",https://www.justice.gov//opa/pr/louisiana-company-charged-conspiracy-defraud-government-and-violate-procurement-integrity-act,2020-07-02
Three Former Hilo Correctional Officers Indicted for Assaulting an Inmate and Attempting to Cover it Up,"A federal grand jury in Honolulu, Hawaii, returned a six-count indictment against three former correctional officers — Jason Tagaloa, 29, Craig Pinkney, 36, and Jonathan Taum, 48 — for their roles in assaulting an inmate housed at the Hawaii Community Correctional Center and for attempting to cover up their misconduct.",https://www.justice.gov//opa/pr/three-former-hilo-correctional-officers-indicted-assaulting-inmate-and-attempting-cover-it,2020-07-01
Statement by Attorney General William P. Barr on the Restoration of Law and Order in Seattle,,https://www.justice.gov//opa/pr/statement-attorney-general-william-p-barr-restoration-law-and-order-seattle,2020-07-01
Justice Department Congratulates T-Mobile And Dish For Closing The Boost Divestiture,"T-Mobile US Inc. (T-Mobile) and Dish Network Corporation (Dish) announced today that they closed T-Mobile’s divestiture of Boost Network (Boost) to Dish.  Boost was legacy Sprint Corporation’s prepaid wireless brand, and the transaction was completed pursuant to the remedies imposed by the Department of Justice and the Federal Communications Commission.",https://www.justice.gov//opa/pr/justice-department-congratulates-t-mobile-and-dish-closing-boost-divestiture,2020-07-01
U.S. Seeks to Recover Approximately $96 Million Traceable to Funds Allegedly Misappropriated from Malaysian Sovereign Wealth Fund,"The Justice Department announced today the filing of civil forfeiture complaints seeking the forfeiture and recovery of approximately $96 million in assets allegedly associated with an international conspiracy to launder funds misappropriated from 1Malaysia Development Berhad (1MDB), a Malaysian sovereign wealth fund.  Combined with earlier civil forfeiture complaints filed begining in July 2016, the United States has sought the forfeiture of more than $1.8 billion in assets traceable to funds embezzled from 1MDB.  To date, as a result of these actions, the United States has recovered or",https://www.justice.gov//opa/pr/us-seeks-recover-approximately-96-million-traceable-funds-allegedly-misappropriated-malaysian,2020-07-01
Novartis Pays Over $642 Million to Settle Allegations of Improper Payments to Patients and Physicians,"Pharmaceutical company Novartis Pharmaceuticals Corporation (Novartis), based in East Hanover, New Jersey, has agreed to pay over $642 million in separate settlements resolving claims that it violated the False Claims Act (FCA).  The first settlement pertains to the company’s alleged illegal use of three foundations as conduits to pay the copayments of Medicare patients taking Novartis’s drugs Gilenya and Afinitor.  The second settlement resolves claims arising from the company’s alleged payments of kickbacks to doctors.",https://www.justice.gov//opa/pr/novartis-pays-over-642-million-settle-allegations-improper-payments-patients-and-physicians,2020-07-01
